"","TCGA-AB-2963","TCGA-AB-2824","TCGA-AB-2896","TCGA-AB-2851","TCGA-AB-2830","TCGA-AB-2858","TCGA-AB-2856","TCGA-AB-2843","TCGA-AB-2898","TCGA-AB-2836","TCGA-AB-3001","TCGA-AB-2981","TCGA-AB-2854","TCGA-AB-2859","TCGA-AB-2838","TCGA-AB-2845","TCGA-AB-2889","TCGA-AB-2849","TCGA-AB-2932","TCGA-AB-2955","TCGA-AB-2888","TCGA-AB-2996","TCGA-AB-2950","TCGA-AB-2973","TCGA-AB-2894","TCGA-AB-2893","TCGA-AB-2945","TCGA-AB-2998","TCGA-AB-2811","TCGA-AB-3005","TCGA-AB-2816","TCGA-AB-2900","TCGA-AB-2822","TCGA-AB-2820","TCGA-AB-2860","TCGA-AB-2866","TCGA-AB-2807","TCGA-AB-2861","TCGA-AB-2988","TCGA-AB-2903","TCGA-AB-2941","TCGA-AB-2842","TCGA-AB-2967","TCGA-AB-2840","TCGA-AB-2879","TCGA-AB-2993","TCGA-AB-2935","TCGA-AB-2939","TCGA-AB-2975","TCGA-AB-2873","TCGA-AB-2882","TCGA-AB-2847","TCGA-AB-2884","TCGA-AB-2848","TCGA-AB-2991","TCGA-AB-2886","TCGA-AB-2943","TCGA-AB-2954","TCGA-AB-3012","TCGA-AB-2992","TCGA-AB-2944","TCGA-AB-2841","TCGA-AB-2872","TCGA-AB-2874","TCGA-AB-2934","TCGA-AB-2970","TCGA-AB-2929","TCGA-AB-2952","TCGA-AB-3007","TCGA-AB-2926","TCGA-AB-2871","TCGA-AB-2969","TCGA-AB-2936","TCGA-AB-2887","TCGA-AB-2832","TCGA-AB-2965","TCGA-AB-2966","TCGA-AB-2892","TCGA-AB-2947","TCGA-AB-2979","TCGA-AB-2994","TCGA-AB-3002","TCGA-AB-2810","TCGA-AB-2815","TCGA-AB-2916","TCGA-AB-2834","TCGA-AB-2914","TCGA-AB-2862","TCGA-AB-2972","TCGA-AB-2901","TCGA-AB-2983","TCGA-AB-2919","TCGA-AB-2984","TCGA-AB-2867","TCGA-AB-2917","TCGA-AB-2897","TCGA-AB-2985","TCGA-AB-2990","TCGA-AB-2883","TCGA-AB-2837","TCGA-AB-2865","TCGA-AB-2986","TCGA-AB-2928","TCGA-AB-2839","TCGA-AB-2938","TCGA-AB-2891","TCGA-AB-2835","TCGA-AB-2997","TCGA-AB-2989","TCGA-AB-2844","TCGA-AB-2999","TCGA-AB-2930","TCGA-AB-3011","TCGA-AB-2942","TCGA-AB-2895","TCGA-AB-2878","TCGA-AB-2920","TCGA-AB-2821","TCGA-AB-2880","TCGA-AB-2910","TCGA-AB-2863","TCGA-AB-2817","TCGA-AB-2909","TCGA-AB-2877","TCGA-AB-2812","TCGA-AB-2826","TCGA-AB-2805","TCGA-AB-2868","TCGA-AB-2933","TCGA-AB-2828","TCGA-AB-2908","TCGA-AB-2806","TCGA-AB-3000","TCGA-AB-2956","TCGA-AB-2904","TCGA-AB-2937","TCGA-AB-2948","TCGA-AB-2976","TCGA-AB-2857","TCGA-AB-2814","TCGA-AB-2803","TCGA-AB-2923","TCGA-AB-2912","TCGA-AB-2995","TCGA-AB-2927","TCGA-AB-3009","TCGA-AB-2987","TCGA-AB-2802","TCGA-AB-2918","TCGA-AB-3006","TCGA-AB-2980","TCGA-AB-2931","TCGA-AB-2825","TCGA-AB-2870","TCGA-AB-2808","TCGA-AB-2833","TCGA-AB-2855","TCGA-AB-2818","TCGA-AB-2853","TCGA-AB-2915","TCGA-AB-2913","TCGA-AB-2881","TCGA-AB-2890","TCGA-AB-2982","TCGA-AB-2959","TCGA-AB-2869","TCGA-AB-2949","TCGA-AB-2978","TCGA-AB-2876","TCGA-AB-2924","TCGA-AB-2875","TCGA-AB-2946","TCGA-AB-2921","TCGA-AB-2819","TCGA-AB-2977","TCGA-AB-3008","TCGA-AB-2971","TCGA-AB-2957","TCGA-AB-2846","TCGA-AB-2823","TCGA-AB-2813","TCGA-AB-2940","TCGA-AB-2964","TCGA-AB-2925","TCGA-AB-2922","TCGA-AB-2885","TCGA-AB-2899","TCGA-AB-2911"
"hsa-let-7i",1036.997258,1539.068832,961.631369,916.004575,1510.292514,2885.617509,1867.14569,1924.557352,1446.784719,1282.968939,1712.983752,499.877822,2518.400624,1190.25139,1635.724707,1836.088537,1830.640662,2434.688037,1420.055267,1374.782431,1506.358505,1239.175591,1864.799122,1566.181598,1274.362819,1817.801613,1022.373153,1953.309931,1021.325127,849.305233,467.293879,1335.70645,1842.803295,955.748098,1755.337433,1810.108805,1925.064338,1611.713048,776.176554,563.242456,3803.327717,1382.167487,1308.430759,2069.62029,902.415674,629.938806,2297.527055,2133.812395,1411.921157,1137.828419,1064.003318,1565.998136,940.941944,829.704893,1441.157236,3113.401221,1211.21774,1883.317988,1891.66442,2922.172859,905.596874,1502.726875,2015.142355,1804.927128,1240.82192,1553.489058,1205.733016,4340.591767,1621.91218,1783.364201,1616.76091,963.796874,1436.370311,1432.648791,1808.18439,1130.051293,1380.736388,1899.523218,1289.435735,1710.886502,991.312109,2269.697219,1119.689571,2407.69386,2291.485784,2071.944328,1507.886245,1523.950739,1773.502931,1073.373626,3596.473468,1397.47719,1678.215067,1339.041004,2694.461882,1184.245932,1055.87423,1764.673943,1108.224479,892.303014,1563.692515,1192.125967,1076.767938,1599.789577,1465.102692,2915.191359,1170.578639,4614.359643,2330.272963,2452.246076,2037.453375,1554.961064,1549.831384,2467.508695,775.285788,2229.31728,2514.350269,1447.737703,1874.650699,1885.363385,1234.462582,2212.384701,1317.324619,1157.651021,1277.596434,1301.241439,1440.860972,2406.933,1691.206105,1744.313438,1661.733747,1214.062923,1706.236782,1841.146606,1115.108047,1241.280112,2944.800941,1218.088179,2970.822637,1130.657538,896.304329,1888.146512,1575.010395,1344.564502,2067.472236,1749.584817,1177.23843,944.4369,1330.365784,1677.919019,2180.316779,1357.753284,1103.006871,1829.566612,1567.978013,1646.351116,2188.728893,834.163378,1024.23389,2100.807756,1338.306108,1396.839763,1526.957639,1522.60405,1478.986726,1205.47121,636.897276,3083.776968,1634.177469,1015.510764,1909.905353,1379.380942,1418.170725,2207.757603,1605.635361,1511.13816,682.874943,2589.043381,2076.829041,2028.342341,1766.420701,2682.708129,1775.56399,893.556375,2106.050206,833.043836,1156.461115,1193.53037
"hsa-mir-1-1",17.195108,4.199369,9.202214,20.568965,24.307283,0,0,0,7.796376,25.097201,2.558602,3.284348,1.59797,10.964445,1.497916,0,3.76159,187.147884,1.081123,1.146608,0,21.002976,0,0,2.026014,0,52.913952,0,67.970644,0,15.576463,36.458489,23.625683,15.29197,22.915632,2.837161,1.688653,1.461209,60.985301,9.245141,0,18.2344,0,1.447287,76.769307,36.425033,21.589918,1.961225,158.704316,0,8.529085,0,26.478768,0.72909,1.496529,0,15.907175,35.243378,0,47.162248,3.565342,0,0,0,38.425453,21.696775,5.141719,27.128699,0,3.436155,105.830271,1.349856,6.735617,0,0,20.179487,15.371218,3.93276,17.709713,0,0,0,55.521797,2.690161,0,2.97266,25.998039,1.144107,35.061013,6.098714,0,57.529078,63.378013,4.974149,0,1.438938,6.373486,14.164607,9.083807,11.63151,10.649438,51.831564,29.299808,10.809389,16.853175,21.737135,0,0,27.447267,10.379878,2.129,3.405024,7.72708,0,83.066334,0,0,4.136393,1.596806,0,62.726757,2.115091,0,55.809622,60.837925,3.236919,0,0,0,0,9.464716,0,0,0,14.818712,0,3.700661,8.604054,0,5.667456,1.005953,61.195084,4.200028,12.805376,2.328234,1.615498,0,12.20597,20.717598,54.184683,0,70.212259,5.685602,16.987619,0,0,8.464697,7.668509,0,0,75.753176,1.508466,0,0,1.767009,85.6574,4.598536,11.088291,0,23.255972,0,2.559148,5.496786,2.92806,135.392055,1.728991,0,37.906931,0,0,0,0,62.389238,2.044751,0,5.317301,5.68565,0
"hsa-mir-1-2",19.840509,12.598108,16.103875,30.167815,24.307283,0,1.863419,2.224922,6.682608,23.089425,1.279301,1.970609,0,15.837531,0,0,8.777044,218.927713,1.081123,1.146608,2.741326,21.002976,0,0,2.026014,1.646559,51.024168,0,73.267058,0,6.675627,16.57204,17.182315,13.762773,22.915632,9.930064,0,0,81.313734,7.111647,0.865376,12.76408,2.825984,1.447287,92.574752,25.711788,32.384876,0.980612,176.490145,1.591368,12.793627,0,41.609493,0.72909,0,0,40.904164,50.662355,1.361889,37.729798,3.565342,0,0,0,17.611666,47.732904,3.856289,42.953773,2.661054,3.436155,133.508957,0,3.367808,1.238244,2.243405,7.337995,22.72267,1.31092,27.829548,0,1.135524,0,53.979525,5.380321,2.747585,17.835963,43.676705,0,45.287142,7.623392,0,48.739913,61.641629,4.974149,0,1.438938,2.124495,21.24691,3.027936,10.800688,17.749064,90.023242,40.694178,10.809389,23.594445,24.152372,1.1159,0,24.70254,18.164786,0,2.270016,15.454159,4.881323,81.088565,0,0,2.068197,0,0,57.708617,2.115091,0.734704,76.53891,86.577048,1.61846,1.213868,4.301936,0,1.432113,18.929432,0,0,0,1.852339,0,7.401322,14.749806,5.023939,8.501184,0,66.758274,0,15.366451,2.328234,3.230997,1.219936,6.102985,31.076398,70.440088,0,101.523132,0.812229,5.096286,1.101108,2.435431,10.883182,9.372622,0,2.067724,65.652752,6.033865,0,0,0,83.568195,4.598536,16.016421,0,30.038963,0,0,5.496786,0,158.27522,1.728991,0,22.744159,0,0,0,0,50.585869,2.044751,0,7.089735,11.371299,2.317535
"hsa-mir-100",525.112132,180.572878,110.426569,139.868962,243.072829,1967.170401,212.429749,44.498436,415.435489,38.147746,49085.491834,43.353399,239.695491,271.674575,1470.953903,1403.973212,393.713129,508.477269,35.677064,845.049751,370.078978,424.260118,294.132354,217.782648,66.858463,288.147901,228.663866,20018.796663,121.817517,197.003791,28.927716,865.060505,81.615997,281.37224,64.16377,32.627353,986.17331,169.500194,109.034325,35811.410496,97.787493,530.621027,121.517328,18308.179487,666.839272,715.644766,75.564711,179.452053,61.56633,216.426105,21100.955577,151.673661,127.66549,347.776128,36986.709328,610.293107,77.263421,185.027732,58606.187881,1339.407831,1590.142542,88742.349986,107676.458613,46817.793653,4.803182,334.130328,615.720805,1329.306229,41521.750122,1078.952523,421.692926,143.08469,11.78733,996.786756,233.314115,132.083917,56.138362,972.702711,1.686639,805.432723,27659.084019,523.638807,6733.56015,419.665075,258.272978,508.324936,108.151841,42584.812664,208.905205,379.644933,224.549521,879.715487,1678.215067,804.817364,1153.604709,133432.715981,112.598258,7057.515386,811.486777,131.269903,427.752436,185.502439,17.905438,1471.878474,620.196845,799.443529,295.713383,115872.740324,282.706849,202.407613,89498.918468,23.83517,3607.442281,431.997071,456.864839,1285.197896,1464.032731,1238.849834,370.459082,78.556808,652.358275,738.166597,1992.517772,2034.65937,575.620371,7887.562381,86.184607,1600.320064,171.380574,443.95498,77.069832,210.220291,1027.891944,204.863674,194.49559,121.611903,135.074124,84.811387,1108.615888,328.712467,161170.808847,87.898394,333.202199,1239.560417,571.58157,226.169782,175.670812,161.729098,63.632624,263.698791,41178.071781,27.515615,47.109277,438.280581,447.049911,767.160653,43.532729,386.833681,826.272718,9.304759,239.885057,404.26896,848.942867,86943.339269,160.79784,524.390422,944.999207,1344.147292,8860.837399,31.007962,492.925159,698.64749,4.122589,222.532597,17.162373,414.957847,11840.208853,170.581189,180.264519,19000.085391,135.763753,387.157334,1018.462156,177.893374,364.231286,2497.359074,327.493413,252.611282
"hsa-mir-101-1",6856.879829,4300.154117,3871.831563,1888.230987,7447.751495,6687.510856,5124.401843,4454.293432,5684.672212,2650.264474,6305.673571,6265.879824,5909.292834,4483.239628,5027.007433,10608.511547,6332.010507,10956.978939,1773.582539,8427.565362,7360.459666,3730.128559,5917.942956,6507.994245,4191.823007,4014.311895,2832.786241,2509.144086,10497.492148,3940.075825,3001.80687,2900.107055,12195.148144,7360.024956,4546.461444,3167.690409,19839.983249,1366.230009,10616.986439,4239.964044,7745.115601,4310.612056,6878.445935,6165.442262,4890.656423,2127.650457,4090.389788,3906.759459,6621.800774,1713.903786,5427.696284,6896.614307,3053.569385,2924.381658,5923.260996,6054.591021,4717.61356,4094.839929,4181.000553,3433.411623,1707.798829,10168.500343,2749.229928,6230.707345,3879.369694,5990.479455,5051.738544,17106.905158,7031.834184,6879.181371,5950.917548,2439.189007,5979.543931,7506.237656,2485.692685,3568.100266,9806.837252,6077.425563,2434.663811,4437.776374,2786.574931,11016.073746,4346.122882,5030.600578,8597.193067,6351.089034,7443.758443,5020.342225,8446.782495,3846.763718,10662.421086,3752.174319,11343.796204,18171.56239,9222.723159,3942.689979,3076.269386,6139.176706,7348.800029,1974.864306,7479.455459,3483.626682,10038.43972,4112.972528,5940.182464,4345.011811,1185.085333,6378.466634,2006.395213,5392.346397,3084.921568,4055.383854,3542.31404,7614.863628,3534.274752,13324.917719,16188.324377,7337.961958,6146.107784,2725.773006,8560.947826,8549.195948,3802.828905,4090.048028,4478.607279,6530.484089,8056.439993,8756.590028,8105.736164,2269.89885,5934.377066,9852.650242,9233.470332,3244.988063,11651.211985,8940.571618,4094.781328,4026.69715,7524.18608,5372.748603,14650.70286,2708.160643,6227.2411,4965.924894,4323.531466,5560.545651,2544.786908,4568.084136,2595.619116,5694.810191,7187.768665,2554.208134,1409.217174,4398.094669,13390.576276,5545.475579,3397.971375,9456.97583,3430.753182,2695.278455,6784.959459,4096.994381,4969.449452,11448.658453,7424.972788,4170.05292,6550.614939,10473.506992,13371.42635,2986.454365,4575.725089,6080.536397,4705.248606,6962.927826,11849.665238,5055.569772,4428.750069,7312.246971,4044.590474,3899.515995,3992.349489,6008.243529,8935.150603,2827.891227,3373.046164,3986.203376,3108.913165,8623.546616
"hsa-mir-101-2",6831.748518,4426.135194,3864.929902,1906.057423,7533.637228,6498.610387,4954.830727,4565.539521,5819.438149,2658.295579,6463.027568,6168.006243,6041.924339,4410.14333,4931.140783,10812.521385,6199.10098,11062.911703,1759.527938,8347.302835,7497.525954,3690.222905,5582.632073,6445.439655,4238.42133,4113.10546,2787.431424,2523.171446,10669.625597,4036.388789,3032.959795,3002.853705,12115.679936,7503.769471,4615.208341,3247.130921,20094.969841,1408.605057,10402.613867,4250.631514,7814.345685,4277.790137,6906.705778,6260.963198,4850.766489,2176.931384,4095.787267,3855.767618,6460.360177,1713.903786,5342.405436,7111.809415,3131.11435,2935.318015,6011.556195,6281.184996,4558.541812,4145.502284,4161.934101,3380.589905,1871.804562,10114.675663,2609.403723,6182.208249,3884.172876,5855.959453,5095.443152,16919.264993,6897.450977,6769.224426,5858.112542,2462.136551,5991.331261,7392.31917,2570.942073,3518.568797,9778.76807,6236.046894,2420.327377,4285.112655,2845.622159,10917.779771,4364.630148,4844.979488,8388.376617,6321.36243,7495.75452,5048.944904,8492.069637,3610.438559,10831.753511,3772.948709,11103.30703,18292.931634,9287.944627,3813.185564,2938.177183,6139.176706,7660.67741,1992.311572,7829.112014,3349.955807,10012.395446,4055.322453,6019.954159,4364.333709,1100.276966,6676.394278,2132.652641,5514.309959,3214.790592,4092.839121,3508.094116,7700.286778,3577.785689,13156.1366,16426.477772,7046.34622,6107.784431,2697.611132,8325.095219,8430.750878,3829.278256,4090.048028,4476.267359,6498.924129,7835.51607,8487.719049,8124.569194,2282.787865,5719.392798,9642.429951,9171.222218,3418.334248,11914.244116,8791.701875,4244.658096,4131.174945,7527.535373,5205.558641,14791.536312,2646.965558,6168.440712,4953.119518,4306.069707,5609.010604,2487.449906,4417.035262,2603.018258,5595.471605,7176.98836,2514.357933,1431.147355,4562.874577,13475.361604,5443.187492,3431.830164,9548.145882,3561.579696,2636.348316,6865.762847,4202.58702,4746.103409,11288.454027,7306.58317,3931.883564,6403.461778,10383.568631,13515.570845,3118.238205,4749.614139,6098.450436,4724.487356,6626.200871,11965.98799,5036.55087,4441.469509,7206.107565,4027.927367,3920.554323,3943.116479,6077.639655,8877.819951,2770.638187,3486.042008,4071.280193,3158.946881,8723.200608
"hsa-mir-103a-1",7528.811725,14317.749474,17792.480871,13757.895054,14466.074325,30339.152336,24025.059257,18166.486448,14368.721829,16919.529337,15957.997997,10894.18355,24083.004951,10337.034849,21707.804444,26731.714213,24687.317798,15653.331497,13289.70641,23954.924565,31140.08997,16172.291614,26307.197713,5377.377943,11736.699218,25105.091656,8543.713539,21658.244406,11727.142885,12222.99078,6869.22002,12727.326963,16059.021252,4815.441219,13411.755719,33139.460656,22175.390248,20005.406472,8336.505801,3261.401393,26972.905941,15377.069148,4532.878915,19694.680352,9379.402946,5324.482765,15550.138086,16663.545051,14396.944121,13900.603129,10600.586161,26216.208859,12347.617053,12662.113254,15113.444366,23450.965819,8751.218603,20284.766491,14632.140046,9832.385372,10164.790108,17063.878257,24060.38847,20760.46582,14431.95973,14159.315076,9748.698502,16236.52608,19211.476592,12775.622545,14801.584523,12498.312681,11607.151878,15053.337378,14106.530327,11403.244862,7187.047009,23031.555158,7902.748379,22394.18825,11743.585143,31105.574877,7745.290672,25411.258323,8663.135104,23003.93283,16542.032069,13243.040396,13537.933825,18514.170361,16736.301559,8706.866175,7892.733146,18355.605916,6689.276775,12419.473435,15445.081793,8118.68052,11642.412901,11959.685185,18812.232655,5646.912476,7209.380496,4388.611948,17737.40506,21973.828489,16273.163285,15963.760738,7775.810724,30854.186075,16088.85596,16305.526014,12672.410462,14885.593996,6259.641628,14300.683564,16562.347338,15101.972439,27185.628743,29808.603008,12051.064599,21449.13313,12730.219559,7583.730379,4260.9947,15372.128347,20627.254001,13501.625056,13188.770994,48501.36552,12617.818816,9239.91513,17186.864052,16934.0838,11486.353819,11125.392356,29200.990297,8039.873643,13933.057687,13457.375061,20657.249603,16055.364862,21169.539719,12871.964165,12592.256292,24704.202235,13013.059417,6359.31018,14867.83652,13587.712359,15566.761084,7326.744134,11480.043535,22192.626014,25789.054104,13058.779119,16255.846687,14219.972036,10922.292494,22754.270626,5787.542643,18415.356187,18955.925621,18599.601475,17908.638555,8615.880882,8861.379423,16357.693488,17371.840968,9218.085782,23275.264929,15298.58863,9274.451764,23553.318517,12835.548233,21607.200902,9479.95774,18635.047232,27807.695629,22675.605069,29584.562915,24022.016834,21810.940374,8661.567057,13156.803372,10315.564095,10399.052998,18037.372565
"hsa-mir-103a-2",7350.247147,13904.111602,17978.825705,13672.876666,14203.555669,30421.660587,23693.370701,18375.629097,14104.758797,16972.735404,15432.205374,10582.827325,24711.007137,10266.375094,21680.841949,27078.691574,24459.114647,15799.871821,13281.597987,23549.025498,31251.113664,16254.203221,26121.89433,5344.94223,11681.996839,25049.108635,8500.248507,21432.05322,11751.859483,12490.040364,7016.08381,12743.899003,15936.597257,4731.335387,13343.008823,32903.976281,22013.279567,19846.134738,8512.069545,3319.7169,27171.942432,15384.362908,4566.790727,19589.028407,9517.136113,4898.095614,15336.93765,16555.677696,14090.480614,14011.203234,10361.771789,26083.980539,12192.527124,12663.571435,15315.475754,23307.456301,9005.7334,19914.711026,14367.933496,9870.11517,10425.060076,16816.575674,24099.457557,20668.222442,14241.433526,14003.098299,9447.907963,16100.882587,19309.935576,13315.098807,14915.555585,12653.546071,11543.163517,15116.487844,14153.641831,11232.636468,7469.743762,23108.899443,7968.527311,23099.599916,11608.457834,30658.784086,7754.544305,25451.610734,8891.184649,22159.697264,16628.345558,13505.040936,13454.663918,18707.804524,16454.694373,8599.798169,7909.228794,18436.187135,7088.758265,12225.216812,15292.118122,8111.598216,11642.412901,11918.144076,18925.826663,5567.801141,7409.59585,4566.966867,17864.365646,22118.742724,16133.67584,15827.699295,7605.637669,30890.515646,15411.833836,16338.441248,12196.643136,14958.813839,6093.508959,14940.645306,17069.186615,14853.788833,27623.153693,29856.033533,11930.629225,20765.958887,12554.625257,7732.024518,4314.812865,15308.199197,20459.740257,13581.210866,13401.584234,47453.058921,12547.509495,9262.729735,16336.139819,16894.686939,11517.843581,11215.552904,29511.845816,8010.374031,13660.09033,13139.997506,20437.951799,15961.903278,21294.140541,12498.04718,12582.943354,24471.570458,12644.638685,6579.017633,14946.267429,13278.859665,15593.711848,7246.094917,11519.842752,21992.172105,25602.966826,13409.481132,16215.941685,14167.996585,10867.207646,22336.590344,6052.678759,18172.493118,19202.062077,18509.569235,17691.296419,8555.293941,8787.802842,16384.798199,17415.570197,9060.138974,22757.909078,14930.071272,9271.703371,23342.498163,12892.756144,21245.841777,9301.090612,18896.605055,27680.450086,22324.141234,29782.986862,23813.828456,22138.062325,8575.687497,13108.720034,10366.964672,10294.437047,17634.121527
"hsa-mir-103b-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-103b-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-105-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.32688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-105-2",0,0,2.300554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.565342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-mir-106a",699.708609,611.008227,193.246495,182.378156,499.109543,321.347924,281.376247,622.978102,1026.894158,229.890365,189.336516,128.089587,541.711809,191.268647,602.162392,303.605191,254.534284,944.56715,162.168474,525.14625,137.066288,529.274998,567.675443,535.189274,2660.156408,1048.858358,410.083132,398.02635,840.364323,1571.652468,295.95279,311.554358,801.125442,1000.09481,577.473933,265.274566,631.556195,657.543855,670.838308,428.832324,206.824875,1613.744361,367.377967,481.946543,367.288448,362.107681,224.894974,161.801032,837.302081,171.867789,281.459795,464.095474,399.072865,204.874407,308.284933,291.550915,311.326136,220.27111,108.951154,209.400379,285.227362,264.759236,158.332614,383.237952,108.872117,394.881297,1263.577351,671.435289,300.699059,886.527869,397.270556,500.796415,266.056869,929.921557,417.273321,374.237766,628.883321,255.629419,216.733148,431.669825,178.277206,470.023912,277.608985,239.424306,395.652222,720.870157,478.363912,323.782327,413.427784,507.717922,601.866338,111.063081,483.582924,370.076711,1850.659144,132.382291,1096.239643,445.004733,1032.526086,251.739119,662.040077,537.411477,300.32303,742.244714,348.298953,758.384496,314.683676,215.8216,98.810161,563.108358,185.223034,146.416042,197.592463,287.998047,543.886713,550.296773,793.844651,376.411803,431.137725,185.27549,654.867345,744.511869,90.368616,433.720493,1139.541142,577.790042,604.50612,600.120024,947.301415,126.02593,324.504556,549.180141,357.527633,273.151565,627.942904,421.448146,247.944283,613.346116,584.451578,648.92375,47.279802,290.398491,432.602855,489.165371,165.304649,948.297588,146.392344,680.482807,199.776842,606.86845,477.028517,203.995078,149.450121,263.308101,353.455718,633.211968,935.953681,421.768,821.108514,119.928002,903.9879,224.761474,521.900447,177.416472,579.579028,626.761461,190.839256,407.802707,302.865398,115.31086,340.592602,127.957416,214.374644,702.734516,396.641514,333.695269,281.417613,363.906537,216.620389,303.199435,364.025888,244.712654,858.273572,521.411615,462.802129,1136.129997,407.092507,166.862498
